,title,authors,average_rating,title_lower,categories,description,thumbnail,published_year,combined_features
260,Black Beauty,Anna Sewell,3.96,black beauty,Juvenile Fiction,A horse in nineteenth-century England recounts his experiences with both good and bad masters.,http://books.google.com/books/content?id=y9gQgJ_YJzIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2004.0,"black beauty,Anna Sewell,Juvenile Fiction,A horse in nineteenth-century England recounts his experiences with both good and bad masters."
261,Complete Short Stories,Graham Greene/Pico Iyer,4.17,complete short stories,Fiction,A definitive compilation of short fiction by the critically acclaimed author of The Quiet American and The Third Man features forty-nine stories that capture all facets of the human experience and includes works originally published in two volumes--Collected Short Stories and The Last Word and Other Stories. Original.,http://books.google.com/books/content?id=sLEOAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,"complete short stories,Graham Greene/Pico Iyer,Fiction,A definitive compilation of short fiction by the critically acclaimed author of The Quiet American and The Third Man features forty-nine stories that capture all facets of the human experience and includes works originally published in two volumes--Collected Short Stories and The Last Word and Other Stories. Original."
262,The Power and the Glory,Graham Greene/John Updike,4.0,the power and the glory,Fiction,"A tormented, alcoholic priest is pursued by an idealistic lieutenant during an anti-clerical persecution in Mexico.",http://books.google.com/books/content?id=1nZNUDbfgU8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003.0,"the power and the glory,Graham Greene/John Updike,Fiction,A tormented, alcoholic priest is pursued by an idealistic lieutenant during an anti-clerical persecution in Mexico."
263,The Heart of the Matter,Graham Greene,3.99,the heart of the matter,Fiction,An assistant police commissioner in a West African coastal town lets passion overrule his honor.,http://books.google.com/books/content?id=LkvkNUvCN2AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004.0,"the heart of the matter,Graham Greene,Fiction,An assistant police commissioner in a West African coastal town lets passion overrule his honor."
264,The Quiet American,Graham Greene/Robert  Stone,3.97,the quiet american,Americans,"Discover Graham Green's prescient political masterpiece 'The novel that I love the most is The Quiet American' Ian McEwan Into the intrigue and violence of 1950s Indo-China comes CIA agent Alden Pyle, a young idealistic American sent to promote democracy through a mysterious 'Third Force'. As his naive optimism starts to cause bloodshed, his friend Fowler, a cynical foreign correspondent, finds it hard to stand aside and watch. But even as he intervenes he wonders why: for the greater good, or something altogether more complicated? WITH AN INTRODUCTION BY ZADIE SMITH",http://books.google.com/books/content?id=APV3dBhwi5gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004.0,"the quiet american,Graham Greene/Robert  Stone,Americans,Discover Graham Green's prescient political masterpiece 'The novel that I love the most is The Quiet American' Ian McEwan Into the intrigue and violence of 1950s Indo-China comes CIA agent Alden Pyle, a young idealistic American sent to promote democracy through a mysterious 'Third Force'. As his naive optimism starts to cause bloodshed, his friend Fowler, a cynical foreign correspondent, finds it hard to stand aside and watch. But even as he intervenes he wonders why: for the greater good, or something altogether more complicated? WITH AN INTRODUCTION BY ZADIE SMITH"
265,Collected Short Stories,Graham Greene,3.98,collected short stories,Fiction,"Affairs, obsessions, ardours, fantasy, myth, legend and dream, fear, pity and violence - this magnificant collection of stories illuminates all corners of the human experience. Previously published in three volumes - ""May We Borrow Your Husband?,"" ""A Sense of Reality"" and ""Twenty-One Stories"" - these thirty-seven stories reveal Graham Greene in a range of contrasting moods, sometimes cynical and witty, sometimes searching and philosophical. Each one confirms V.S. Pritchett's statement that Greene is 'a master of storytelling'.",http://books.google.com/books/content?id=N3uC9Z0BHjEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1986.0,"collected short stories,Graham Greene,Fiction,Affairs, obsessions, ardours, fantasy, myth, legend and dream, fear, pity and violence - this magnificant collection of stories illuminates all corners of the human experience. Previously published in three volumes - ""May We Borrow Your Husband?,"" ""A Sense of Reality"" and ""Twenty-One Stories"" - these thirty-seven stories reveal Graham Greene in a range of contrasting moods, sometimes cynical and witty, sometimes searching and philosophical. Each one confirms V.S. Pritchett's statement that Greene is 'a master of storytelling'."
266,The Tenth Man,Graham Greene,3.73,the tenth man,Fiction,"Held prisoner by the Germans during World War II, a wealthy French lawyer is chosen to die but makes a cowardly trade for his life, a decision that he must pay for as a free man. Reprint.",http://books.google.com/books/content?id=-2JwRgEsYdgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1998.0,"the tenth man,Graham Greene,Fiction,Held prisoner by the Germans during World War II, a wealthy French lawyer is chosen to die but makes a cowardly trade for his life, a decision that he must pay for as a free man. Reprint."
267,The Autograph Man,Zadie Smith,3.16,the autograph man,Fiction,"Alex-Li Tandem sells autographs. He hunts for names on paper in a huge network of desire, collecting them, selling them and occasionally faking them; offering people a little piece of fame. To him, enlightenment is some part of himself that cannot be signed, celebrated or sold.",http://books.google.com/books/content?id=d-PiHs4TafAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003.0,"the autograph man,Zadie Smith,Fiction,Alex-Li Tandem sells autographs. He hunts for names on paper in a huge network of desire, collecting them, selling them and occasionally faking them; offering people a little piece of fame. To him, enlightenment is some part of himself that cannot be signed, celebrated or sold."
268,White Teeth,Zadie Smith,3.77,white teeth,Fiction,"In the author's words, this novel is an attempt at a comic family epic of little England into which an explosion of ethnic colour is injected. It tells the story of three families, one Indian, one white, one mixed, in North London and Oxford from World War II to the present day.",http://books.google.com/books/content?id=EIjErXbzk3MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001.0,"white teeth,Zadie Smith,Fiction,In the author's words, this novel is an attempt at a comic family epic of little England into which an explosion of ethnic colour is injected. It tells the story of three families, one Indian, one white, one mixed, in North London and Oxford from World War II to the present day."
269,Great Short Works of Herman Melville,Herman Melville/Warner Berthoff,4.04,great short works of herman melville,Fiction,"Billy Budd, Sailor and Bartleby, the Scrivener are two of the most revered shorter works of fiction in history. Here, they are collected along with 19 other stories in a beautifully redesigned collection that represents the best short work of an American master.As Warner Berthoff writes in his introduction to this volume, ""It is hard to think of a major novelist or storyteller who is not also a first-rate entertainer . . . a master, according to choice, of high comedy, of one or another robust species of expressive humour, or of some special variety of the preposterous, the grotesque, the absurd. And Melville, certainly, is no exception. A kind of vigorous supervisory humour is his natural idiom as a writer, and one particular attraction of his shorter work is the fresh further display it offers of this prime element in his literary character.""",http://books.google.com/books/content?id=6WgbDCDIe-QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004.0,"great short works of herman melville,Herman Melville/Warner Berthoff,Fiction,Billy Budd, Sailor and Bartleby, the Scrivener are two of the most revered shorter works of fiction in history. Here, they are collected along with 19 other stories in a beautifully redesigned collection that represents the best short work of an American master.As Warner Berthoff writes in his introduction to this volume, ""It is hard to think of a major novelist or storyteller who is not also a first-rate entertainer . . . a master, according to choice, of high comedy, of one or another robust species of expressive humour, or of some special variety of the preposterous, the grotesque, the absurd. And Melville, certainly, is no exception. A kind of vigorous supervisory humour is his natural idiom as a writer, and one particular attraction of his shorter work is the fresh further display it offers of this prime element in his literary character."""
